month,GEP_monthly,n_articles,n_gep_articles,n_trading_days,GEP_norm,GEP_norm_mean
2015-03,0.00031747715487446615,200103.0,52706.0,31.0,79.34544020733242,0.00040012022624726415
2015-04,0.00026653837030746663,196878.0,46307.0,30.0,66.61457052729763,0.00040012022624726415
2015-05,0.00034229000450095953,197786.0,54043.0,31.0,85.54678870181208,0.00040012022624726415
2015-06,0.00029617155287982154,181441.0,45221.0,30.0,74.02064016048891,0.00040012022624726415
2015-07,0.00027878533179333443,205358.0,50338.0,31.0,69.67539092139076,0.00040012022624726415
2015-08,0.00033033908906183204,197366.0,50918.0,31.0,82.55995758077245,0.00040012022624726415
2015-09,0.00029172234311246683,173699.0,44204.0,30.0,72.90867193806639,0.00040012022624726415
2015-10,0.00029531256021835006,201215.0,50605.0,31.0,73.80595652164168,0.00040012022624726415
2015-11,0.000322140483882863,206951.0,52704.0,30.0,80.51092215562937,0.00040012022624726415
2015-12,0.0003231904811021087,10702.0,2872.0,2.0,80.77334258588196,0.00040012022624726415
2016-01,0.0002968024552302996,170569.0,42024.0,31.0,74.1783183554643,0.00040012022624726415
2016-02,0.00030987114136853187,199574.0,52097.0,29.0,77.44450818565703,0.00040012022624726415
2016-03,0.00029584319294081063,190411.0,46751.0,31.0,73.93857484174944,0.00040012022624726415
2016-04,0.0002830549232360535,188143.0,45252.0,30.0,70.74246805537211,0.00040012022624726415
2016-05,0.0003108631845708729,205260.0,53204.0,31.0,77.69244446512117,0.00040012022624726415
2016-06,0.00029298660974963416,177616.0,43053.0,30.0,73.22464362713218,0.00040012022624726415
2016-07,0.0003088689257886447,191212.0,49467.0,31.0,77.19402957594339,0.00040012022624726415
2016-08,0.0002845629761870044,207178.0,49938.0,31.0,71.11936800994202,0.00040012022624726415
2016-09,0.0002972775942694305,174656.0,43247.0,30.0,74.29706742336002,0.00040012022624726415
2016-10,0.00030806494494301835,188239.0,48879.0,31.0,76.99309475863437,0.00040012022624726415
2016-11,0.0002868518702844465,155882.0,37480.0,22.0,71.69141959526418,0.00040012022624726415
2017-01,0.00029218579092551983,187201.0,45522.0,31.0,73.02449907767382,0.00040012022624726415
2017-02,0.0002980605520436927,202484.0,50736.0,28.0,74.49274805205644,0.00040012022624726415
2017-03,0.0002875832291504327,221547.0,54244.0,31.0,71.87420437294104,0.00040012022624726415
2017-04,0.00028937768798094067,187693.0,45995.0,30.0,72.32268428292666,0.00040012022624726415
2017-05,0.0002977946153881071,224063.0,56616.0,31.0,74.42628386500951,0.00040012022624726415
2017-06,0.00027654513581407467,191481.0,45151.0,30.0,69.11551020746869,0.00040012022624726415
2017-07,0.0002968370574518171,203667.0,51546.0,31.0,74.1869663115654,0.00040012022624726415
2017-08,0.00028656443380717855,223698.0,54006.0,31.0,71.61958206783802,0.00040012022624726415
2017-09,0.0002974728521775159,186596.0,46640.0,30.0,74.34586723283647,0.00040012022624726415
2017-10,0.00027545087639641985,112546.0,27532.0,19.0,68.84202755253823,0.00040012022624726415
2018-01,0.00037237176306873675,196486.0,50514.0,31.0,93.06496863735663,0.00040012022624726415
2018-02,0.00042541075007134735,203249.0,52588.0,28.0,106.320731161552,0.00040012022624726415
2018-03,0.000356936666860658,213716.0,52877.0,31.0,89.20735405164952,0.00040012022624726415
2018-04,0.00041312667755152,210553.0,53933.0,30.0,103.2506357967063,0.00040012022624726415
2018-05,0.00039268798799115424,241929.0,59657.0,31.0,98.14249873698787,0.00040012022624726415
2018-06,0.000373445849396139,190834.0,49099.0,30.0,93.33340953510282,0.00040012022624726415
2018-07,0.0004220022186207105,206368.0,52827.0,31.0,105.46885434377513,0.00040012022624726415
2018-08,0.0003721554612687353,228427.0,57181.0,31.0,93.01090943569362,0.00040012022624726415
2018-09,0.00037969337139864075,187713.0,46635.0,30.0,94.8948207292075,0.00040012022624726415
2018-10,0.0004137430957756231,231254.0,59352.0,31.0,103.40469404811851,0.00040012022624726415
2018-11,0.00037629419040090235,99827.0,23503.0,13.0,94.04528082226018,0.00040012022624726415
2019-01,0.00036375355756570224,206546.0,48068.0,31.0,90.91106465108109,0.00040012022624726415
2019-02,0.00041346521762921463,217302.0,53400.0,28.0,103.33524538539665,0.00040012022624726415
2019-03,0.0003869668425105259,206001.0,49305.0,31.0,96.71264213256498,0.00040012022624726415
2019-04,0.00035998773862117825,198894.0,44544.0,30.0,89.96989279884964,0.00040012022624726415
2019-05,0.00041456197656104197,224101.0,56313.0,31.0,103.60935273110967,0.00040012022624726415
2019-06,0.0003809189333074518,169122.0,39886.0,30.0,95.20111914363798,0.00040012022624726415
2019-07,0.00035978439435482184,198966.0,44547.0,31.0,89.9190720072432,0.00040012022624726415
2019-08,0.0004144385279209481,216746.0,54315.0,31.0,103.57849984440317,0.00040012022624726415
2019-09,0.00038048296963502854,200728.0,47378.0,30.0,95.0921609746116,0.00040012022624726415
2019-10,0.00037617350905218554,236437.0,54869.0,31.0,94.01511955052226,0.00040012022624726415
2019-11,0.00039517297265649485,232898.0,55710.0,30.0,98.76355823419132,0.00040012022624726415
2019-12,0.0003840086043587205,58431.0,14073.0,9.0,95.97330481399182,0.00040012022624726415
2020-01,0.00038488000137006356,212587.0,51730.0,31.0,96.19108860850676,0.00040012022624726415
2020-02,0.0003567540566993308,240446.0,57091.0,29.0,89.16171522877873,0.00040012022624726415
2020-03,0.0003794505169531739,293798.0,72415.0,31.0,94.83412536078171,0.00040012022624726415
2020-04,0.00034677451271648477,254688.0,59345.0,30.0,86.66757888469925,0.00040012022624726415
2020-05,0.0003470065150109337,234038.0,54532.0,31.0,86.7255620305714,0.00040012022624726415
2020-06,0.0003891831989878501,231158.0,56893.0,30.0,97.26656476179856,0.00040012022624726415
2020-07,0.0003582361321242985,245731.0,58622.0,31.0,89.53212275325407,0.00040012022624726415
2020-08,0.00037495674957052963,235236.0,57777.0,31.0,93.71102108165256,0.00040012022624726415
2020-09,0.0003464205460296413,219389.0,50413.0,30.0,86.5791138025505,0.00040012022624726415
2020-10,0.00036706141810893437,236601.0,57270.0,31.0,91.7377813042872,0.00040012022624726415
2020-11,0.0003478434295431943,95127.0,22800.0,11.0,86.93472779559907,0.00040012022624726415
